id,puerto,territorio_historico,t,c,a,ultima_actualizacion,red,carretera,situacion,fuente
3382,URTO,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2130,,Dpto.Seguridad
3383,ZALDIARAN,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-3102,,Diputaciones
3384,ZUDUGARAIGAIN (ALTO DE ORIO),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-634,,Dpto.Seguridad
3385,AGIÑA,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,NA-4000,,Gobierno de Navarra
3386,AIURDIN,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-3600,,Diputaciones
3387,ALMANDOZ,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-121,,Gobierno de Navarra
3388,ALTUBE,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-624,,Diputaciones
3389,ALTUBE AP-68 (BILBAO),Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Prim.,AP-68,,Dpto.Seguridad
3390,ALTUBE AP-68 (ZARAGOZA),Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Prim.,AP-68,,Dpto.Seguridad
3391,ANDATZARRATE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2631,,Dpto.Seguridad
3392,ANDRAKA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2120,,Dpto.Seguridad
3393,ARANTZAZU,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3591,,Dpto.Seguridad
3394,AREITIO,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-634,,Dpto.Seguridad
3395,ARITXULEGI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3420,,Dpto.Seguridad
3396,ARLABAN,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-627,,Dpto.Seguridad
3397,ARRANGIZGANA (TRABAKUA),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-633,,Dpto.Seguridad
3398,ARRATE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3301,,Dpto.Seguridad
3399,ARTEBAKARRA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-631,,Dpto.Seguridad
3400,ARTIKUTZA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3631,,Dpto.Seguridad
3401,ARTXANDA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3741,,Dpto.Seguridad
3402,ASTORKIGANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2224,,Dpto.Seguridad
3403,AUTZAGANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3325,,Dpto.Seguridad
3404,AVELLANEDA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2701,,Dpto.Seguridad
3405,AZAZETA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-132,,Diputaciones
3406,AZKARATE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2634,,Dpto.Seguridad
3407,AZPIROZ,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-130,,Gobierno de Navarra
3408,AZURKI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3210,,Dpto.Seguridad
3409,BARAZAR,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-240,,Dpto.Seguridad
3410,BAREZI,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-631,,Dpto.Seguridad
3411,BARRERILLA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2521,,Diputaciones
3412,BELATE PUERTO,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,NA-1210,,Dpto.Seguridad
3413,BELATE TUNEL,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-121A,,Gobierno de Navarra
3414,BERBIKIZ (SAN COSME),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3621,,Dpto.Seguridad
3415,BERIAIN,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-121A,,Gobierno de Navarra
3416,BERNEDOKO MENDATEA/PUERTO DE BERNEDO,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2126,,Diputaciones
3417,BIDANIA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2634,,Dpto.Seguridad
3418,BIKOSGANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3513,,Dpto.Seguridad
3419,BIZKAIKO BEHATOKIA/BALCÓN DE BIZKAIA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3231,,Dpto.Seguridad
3420,DESKARGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-636,,Dpto.Seguridad
3421,DIMA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2543,,Dpto.Seguridad
3422,EITZAGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2632,,Dpto.Seguridad
3423,EL PERDÓN,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-111,,Gobierno de Navarra
3424,ELOSUA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3750,,Dpto.Seguridad
3425,ENEKURI,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-604,,Dpto.Seguridad
3426,ERLAITZ,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3454,,Dpto.Seguridad
3427,ESCRITA/LA ESCRITA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-630,,Dpto.Seguridad
3428,ETZEGARATE (IRUN),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-1,,Dpto.Seguridad
3429,ETZEGARATE (MADRID),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-1,,Dpto.Seguridad
3430,GAINTXURIZKETA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Prim.,GI-636,,Dpto.Seguridad
3431,GANGUREN (EL VIVERO),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3732,,Dpto.Seguridad
3432,GARATE,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-3632,,Diputaciones
3433,GASTEIZKO MENDATEA/PUERTO DE VITORIA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2124,,Diputaciones
3434,GATZAGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3310,,Dpto.Seguridad
3435,GATZAGAKO MENDATEA (PUERTO DE SALINAS),Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2622,,Diputaciones
3436,GORONTZUGARAI,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2224,,Dpto.Seguridad
3437,HERRERA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-636,,Dpto.Seguridad
3438,HERRERAKO MENDATEA/PUERTO DE HERRERA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2124,,Diputaciones
3439,ILSOGANA (LAS MUÑECAS),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3601,,Dpto.Seguridad
3440,IRUZUBIETA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-633,,Dpto.Seguridad
3441,ITURBURU,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2634,,Dpto.Seguridad
3442,ITZIAR,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-634,,Dpto.Seguridad
3443,IZASKUN,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3421,,Dpto.Seguridad
3444,JAIZKIBEL,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3440,,Dpto.Seguridad
3445,KANPANZAR,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-636,,Dpto.Seguridad
3446,KARABIETA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2639,,Dpto.Seguridad
3447,KASTREXANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-636,,Dpto.Seguridad
3448,KURTZETA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2620,,Diputaciones
3449,LARREINETA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3755,,Dpto.Seguridad
3450,LEKOIZGANA (SANTA EUFEMIA),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3448,,Dpto.Seguridad
3451,LIZARRAGA,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,NA-120,,Gobierno de Navarra
3452,LIZARRUSTI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2120,,Dpto.Seguridad
3453,MANDUBIA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2635,,Dpto.Seguridad
3454,MEAGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2633,,Dpto.Seguridad
3455,MERELLUDI (MILLOI),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2405,,Dpto.Seguridad
3456,MEZKIRITZ,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-135,,Gobierno de Navarra
3457,MIOTA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3321,,Dpto.Seguridad
3458,MORGA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3148,,Dpto.Seguridad
3459,MUNIKETA (MONTECALVO),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3332,,Dpto.Seguridad
3460,OLLOKI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3720,,Dpto.Seguridad
3461,OPAKUA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2128,,Diputaciones
3462,OTSAURTE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2637,,Dpto.Seguridad
3463,PAGATZA (ELGETA),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2632,,Dpto.Seguridad
3464,PAGATZA (ELGETA),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2632,,Dpto.Seguridad
3465,SAN PELAIO,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3101,,Dpto.Seguridad
3466,SARASOLA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3524,,Dpto.Seguridad
3467,SOLLUBE,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-631,,Dpto.Seguridad
3468,UBAL,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3622,,Dpto.Seguridad
3469,UDANA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2630,,Dpto.Seguridad
3470,UMARAN,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3631,,Dpto.Seguridad
3471,UNBE,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2704,,Dpto.Seguridad
3472,URDUÑAKO MENDATEA/PUERTO DE ORDUÑA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2625,,Diputaciones
3473,URKAREGI (SAN MIGEL),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2636,,Dpto.Seguridad
3474,URKIOLA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-623,,Dpto.Seguridad
3475,URRAKI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3740,,Dpto.Seguridad
3476,URTO,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2130,,Dpto.Seguridad
3477,ZALDIARAN,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-3102,,Diputaciones
3478,ZUDUGARAIGAIN (ALTO DE ORIO),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-634,,Dpto.Seguridad
3479,AGIÑA,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,NA-4000,,Gobierno de Navarra
3480,AIURDIN,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-3600,,Diputaciones
3481,ALMANDOZ,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-121,,Gobierno de Navarra
3482,ALTUBE,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-624,,Diputaciones
3483,ALTUBE AP-68 (BILBAO),Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Prim.,AP-68,,Dpto.Seguridad
3484,ALTUBE AP-68 (ZARAGOZA),Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Prim.,AP-68,,Dpto.Seguridad
3485,ANDATZARRATE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2631,,Dpto.Seguridad
3486,ANDRAKA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2120,,Dpto.Seguridad
3487,ARANTZAZU,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3591,,Dpto.Seguridad
3488,AREITIO,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-634,,Dpto.Seguridad
3489,ARITXULEGI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3420,,Dpto.Seguridad
3490,ARLABAN,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-627,,Dpto.Seguridad
3491,ARRANGIZGANA (TRABAKUA),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-633,,Dpto.Seguridad
3492,ARRATE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3301,,Dpto.Seguridad
3493,ARTEBAKARRA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-631,,Dpto.Seguridad
3494,ARTIKUTZA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3631,,Dpto.Seguridad
3495,ARTXANDA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3741,,Dpto.Seguridad
3496,ASTORKIGANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2224,,Dpto.Seguridad
3497,AUTZAGANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3325,,Dpto.Seguridad
3498,AVELLANEDA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2701,,Dpto.Seguridad
3499,AZAZETA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-132,,Diputaciones
3500,AZKARATE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2634,,Dpto.Seguridad
3501,AZPIROZ,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-130,,Gobierno de Navarra
3502,AZURKI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3210,,Dpto.Seguridad
3503,BARAZAR,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-240,,Dpto.Seguridad
3504,BAREZI,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-631,,Dpto.Seguridad
3505,BARRERILLA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2521,,Diputaciones
3506,BELATE PUERTO,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,NA-1210,,Dpto.Seguridad
3507,BELATE TUNEL,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-121A,,Gobierno de Navarra
3508,BERBIKIZ (SAN COSME),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3621,,Dpto.Seguridad
3509,BERIAIN,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-121A,,Gobierno de Navarra
3510,BERNEDOKO MENDATEA/PUERTO DE BERNEDO,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2126,,Diputaciones
3511,BIDANIA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2634,,Dpto.Seguridad
3512,BIKOSGANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3513,,Dpto.Seguridad
3513,BIZKAIKO BEHATOKIA/BALCÓN DE BIZKAIA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3231,,Dpto.Seguridad
3514,DESKARGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-636,,Dpto.Seguridad
3515,DIMA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2543,,Dpto.Seguridad
3516,EITZAGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2632,,Dpto.Seguridad
3517,EL PERDÓN,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-111,,Gobierno de Navarra
3518,ELOSUA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3750,,Dpto.Seguridad
3519,ENEKURI,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-604,,Dpto.Seguridad
3520,ERLAITZ,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3454,,Dpto.Seguridad
3521,ESCRITA/LA ESCRITA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-630,,Dpto.Seguridad
3522,ETZEGARATE (IRUN),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-1,,Dpto.Seguridad
3523,ETZEGARATE (MADRID),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-1,,Dpto.Seguridad
3524,GAINTXURIZKETA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Prim.,GI-636,,Dpto.Seguridad
3525,GANGUREN (EL VIVERO),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3732,,Dpto.Seguridad
3526,GARATE,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-3632,,Diputaciones
3527,GASTEIZKO MENDATEA/PUERTO DE VITORIA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2124,,Diputaciones
3528,GATZAGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3310,,Dpto.Seguridad
3529,GATZAGAKO MENDATEA (PUERTO DE SALINAS),Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2622,,Diputaciones
3530,GORONTZUGARAI,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2224,,Dpto.Seguridad
3531,HERRERA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-636,,Dpto.Seguridad
3532,HERRERAKO MENDATEA/PUERTO DE HERRERA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2124,,Diputaciones
3533,ILSOGANA (LAS MUÑECAS),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3601,,Dpto.Seguridad
3534,IRUZUBIETA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-633,,Dpto.Seguridad
3535,ITURBURU,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2634,,Dpto.Seguridad
3536,ITZIAR,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-634,,Dpto.Seguridad
3537,IZASKUN,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3421,,Dpto.Seguridad
3538,JAIZKIBEL,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3440,,Dpto.Seguridad
3539,KANPANZAR,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-636,,Dpto.Seguridad
3540,KARABIETA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2639,,Dpto.Seguridad
3541,KASTREXANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-636,,Dpto.Seguridad
3542,KURTZETA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2620,,Diputaciones
3543,LARREINETA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3755,,Dpto.Seguridad
3544,LEKOIZGANA (SANTA EUFEMIA),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3448,,Dpto.Seguridad
3545,LIZARRAGA,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,NA-120,,Gobierno de Navarra
3546,LIZARRUSTI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2120,,Dpto.Seguridad
3547,MANDUBIA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2635,,Dpto.Seguridad
3548,MEAGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2633,,Dpto.Seguridad
3549,MERELLUDI (MILLOI),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2405,,Dpto.Seguridad
3550,MEZKIRITZ,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-135,,Gobierno de Navarra
3551,MIOTA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3321,,Dpto.Seguridad
3552,MORGA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3148,,Dpto.Seguridad
3553,MUNIKETA (MONTECALVO),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3332,,Dpto.Seguridad
3554,OLLOKI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3720,,Dpto.Seguridad
3555,OPAKUA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2128,,Diputaciones
3556,OTSAURTE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2637,,Dpto.Seguridad
3557,PAGATZA (ELGETA),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2632,,Dpto.Seguridad
3558,PAGATZA (ELGETA),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2632,,Dpto.Seguridad
3559,SAN PELAIO,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3101,,Dpto.Seguridad
3560,SARASOLA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3524,,Dpto.Seguridad
3561,SOLLUBE,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-631,,Dpto.Seguridad
3562,UBAL,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3622,,Dpto.Seguridad
3563,UDANA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2630,,Dpto.Seguridad
3564,UMARAN,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3631,,Dpto.Seguridad
3565,UNBE,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2704,,Dpto.Seguridad
3566,URDUÑAKO MENDATEA/PUERTO DE ORDUÑA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2625,,Diputaciones
3567,URKAREGI (SAN MIGEL),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2636,,Dpto.Seguridad
3568,URKIOLA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-623,,Dpto.Seguridad
3569,URRAKI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3740,,Dpto.Seguridad
3570,URTO,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2130,,Dpto.Seguridad
3571,ZALDIARAN,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-3102,,Diputaciones
3572,ZUDUGARAIGAIN (ALTO DE ORIO),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-634,,Dpto.Seguridad
3573,AGIÑA,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,NA-4000,,Gobierno de Navarra
3574,AIURDIN,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-3600,,Diputaciones
3575,ALMANDOZ,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-121,,Gobierno de Navarra
3576,ALTUBE,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-624,,Diputaciones
3577,ALTUBE AP-68 (BILBAO),Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Prim.,AP-68,,Dpto.Seguridad
3578,ALTUBE AP-68 (ZARAGOZA),Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Prim.,AP-68,,Dpto.Seguridad
3579,ANDATZARRATE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2631,,Dpto.Seguridad
3580,ANDRAKA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2120,,Dpto.Seguridad
3581,ARANTZAZU,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3591,,Dpto.Seguridad
3582,AREITIO,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-634,,Dpto.Seguridad
3583,ARITXULEGI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3420,,Dpto.Seguridad
3584,ARLABAN,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-627,,Dpto.Seguridad
3585,ARRANGIZGANA (TRABAKUA),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-633,,Dpto.Seguridad
3586,ARRATE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3301,,Dpto.Seguridad
3587,ARTEBAKARRA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-631,,Dpto.Seguridad
3588,ARTIKUTZA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3631,,Dpto.Seguridad
3589,ARTXANDA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3741,,Dpto.Seguridad
3590,ASTORKIGANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2224,,Dpto.Seguridad
3591,AUTZAGANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3325,,Dpto.Seguridad
3592,AVELLANEDA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2701,,Dpto.Seguridad
